text,intent,labels,ner
show me a funny joke,general_joke,33,[]
search for any upcoming book fairs during next week in washington dc,recommendation_events,80,"[('next week', 'DATE'), ('washington dc', 'GPE')]"
has the weather changed for wednesday at all,weather_query,104,"[('wednesday', 'DATE')]"
remove event from my list,lists_remove,56,[]
hey olly mute the speakers,audio_volume_mute,7,"[('olly', 'PERSON')]"
can i hear the joke about the old woman again,general_joke,33,[]
order a train ticket to los angeles now,transport_ticket,100,"[('los angeles', 'GPE')]"
open website google.com,open_website,63,[]
please dim the lights in the bedrooms,iot_hue_lightdim,47,[]
please mute the volume control,audio_volume_mute,7,[]
resume lord of the rings,play_audiobook,65,"[('lord of the rings', 'PERSON')]"
what is today's date,datetime_query,22,"[('today', 'DATE')]"
please give me the latest feed updates,social_query,88,[]
yeap great response.,general_affirm,28,[]
check my last post on instagram,social_query,88,[]
this is of no importance to me.,general_dontcare,31,[]
please give me directions to a park near me,transport_query,98,[]
what alarms do i have set for thursday,alarm_query,0,"[('thursday', 'DATE')]"
please would you just cancel it.,general_commandstop,29,[]
whatever would be good.,general_dontcare,31,[]
music change,music_settings,59,[]
play all the latest pop songs,play_music,68,[]
what is twelve times eight,qa_maths,77,"[('twelve', 'CARDINAL'), ('eight', 'CARDINAL')]"
can you shut up.,general_commandstop,29,[]
switch off the power,iot_wemo_off,51,[]
all food items with the prefix dry should be taken away from the list,lists_remove,56,[]
play games of busybox,play_games,67,"[('busybox', 'PRODUCT')]"
direct me towards nearest railway station,transport_query,98,[]
are there any events on my calendar for this week,calendar_query,9,"[('this week', 'DATE')]"
check internet speed of opera,check_internet_speed,12,[]
do i have a sales meeting today,calendar_query,9,"[('today', 'DATE')]"
play the electronic playlist,play_music,68,[]
play <song> on youtube,play_on_youtube,69,[]
just to confirm you set the alarm to go off at eight hundred,alarm_query,0,"[('eight hundred', 'TIME')]"
confirm the last thing said please.,general_confirm,30,[]
turn my smart plug socket on,iot_wemo_on,52,[]
time to workout,play_music,68,[]
"you have done it right thanks, olly.",general_praise,35,"[('olly', 'PERSON')]"
hello my item which i bought from some one has gone out of order,social_post,87,[]
where was marlon brando born,qa_factoid,76,"[('marlon brando', 'PERSON')]"
how is the traffic in florida,transport_traffic,101,"[('florida', 'GPE')]"
when will my chinese food be delivered,takeaway_query,92,"[('chinese', 'NORP')]"
what's on my schedule this week,calendar_query,9,"[('this week', 'DATE')]"
olly just stop.,general_commandstop,29,[]
send answer to george,email_sendemail,27,"[('george', 'PERSON')]"
Goodbye,goodbye,38,[]
what new messages do i have,email_query,25,[]
please would you replay your last phrase said.,general_repeat,37,[]
i want to turn on the blue lights,iot_hue_lighton,49,[]
add a new email,email_addcontact,24,[]
call and order pizza for delivery,takeaway_order,91,[]
how many cups in a quart,qa_factoid,76,"[('quart', 'QUANTITY')]"
please resume this playback in audiobook,play_audiobook,65,[]
outlet on,iot_wemo_on,52,[]
remove alarms set for tomorrow,alarm_remove,1,"[('tomorrow', 'DATE')]"
erase events,calendar_remove,10,[]
turn off the room lights,iot_hue_lightoff,48,[]
when the meeting start,calendar_query,9,[]
what is the traffic like right now,transport_traffic,101,[]
i want to order some chinese food tonight what's delivering to me,takeaway_order,91,"[('chinese', 'NORP'), ('tonight', 'TIME')]"
put on the vacuum on now and clean the living room,iot_cleaning,44,[]
olly could you please shut off.,general_commandstop,29,"[('olly', 'PERSON')]"
what is my eta to the office if i leave in thirty minutes,transport_traffic,101,"[('thirty minutes', 'TIME')]"
what is your mood today,general_quirky,36,"[('today', 'DATE')]"
what is on my to do list,lists_query,55,[]
please read out all the alarms that are set,alarm_query,0,[]
checkout top restaurant near me and order shahi panner,takeaway_order,91,[]
hey do you know any jokes,general_joke,33,[]
traffic report,transport_traffic,101,[]
tell me updates,news_query,61,[]
start dune from where i left off,play_audiobook,65,"[('dune', 'DATE')]"
"s1, could you please clarify me about what you've just said once again.",general_explain,32,[]
turn on when plugged in else turn off,iot_wemo_on,52,[]
will you just stop please.,general_commandstop,29,[]
what's happening in my town,recommendation_events,80,[]
i need to hear that sentence again.,general_repeat,37,[]
that does not matter for me.,general_dontcare,31,[]
start playlist for podcast,play_podcasts,70,[]
review the alarms i have,alarm_query,0,[]
remove my early alarms,alarm_remove,1,[]
what does a baguette look like,qa_definition,75,[]
may i know what is trending in twitter,social_query,88,[]
look up the meaning of logic,qa_definition,75,[]
please turn the lights brighter,iot_hue_lightup,50,[]
tell me how to make garlic bread,cooking_recipe,15,[]
kill item,lists_remove,56,[]
uh what does the current date happen to be,datetime_query,22,[]
"that doesn't matter to me, olly.",general_dontcare,31,"[('olly', 'PERSON')]"
i really ska music,music_likeness,57,[]
brew coffee,iot_coffee,45,[]
i'd like you just stop.,general_commandstop,29,[]
please tell me it once again.,general_repeat,37,[]
download youtube video,download_youtube_video,23,"[('youtube', 'ORG')]"
please turn bedroom lights off,iot_hue_lightoff,48,[]
show alarms,alarm_query,0,[]
compose an email to parisa,email_sendemail,27,"[('parisa', 'PERSON')]"
could you speak it one more again please.,general_repeat,37,"[('one', 'CARDINAL')]"
get the coffee started please,iot_coffee,45,[]
remove soccer list from notes,lists_remove,56,[]
can you speak it again please.,general_repeat,37,[]
Where can I find something nearby?,places_near_me,64,[]
are you aware this joke,general_joke,33,[]
play old fashioned christmas music,play_music,68,"[('christmas', 'DATE')]"
what is the current time right now,datetime_query,22,[]
change light colour to yellow,iot_hue_lightchange,46,[]
anything is okay for me.,general_dontcare,31,[]
what is happening now,recommendation_events,80,[]
set a classic music,play_music,68,[]
play the podcast named ringcast,play_podcasts,70,"[('ringcast', 'WORK_OF_ART')]"
turn off the smart plug,iot_wemo_off,51,[]
what is fourteen divided by two,qa_maths,77,"[('fourteen', 'CARDINAL'), ('two', 'CARDINAL')]"
i am bored what can i do today with my wife,i_am_bored,43,"[('today', 'DATE')]"
what clothes store would you recommend here,recommendation_locations,81,[]
when will by order from taco bell be delivered,takeaway_query,92,"[('taco bell', 'FAC')]"
if it is noon in virginia what time is it in california,datetime_convert,21,"[('noon', 'TIME'), ('virginia', 'GPE'), ('california', 'GPE')]"
are there any delays in traffic today,transport_traffic,101,"[('today', 'DATE')]"
play flappy bird,play_game,66,[]
"you did awesome work,.",general_praise,35,[]
save this song as a favorite,music_likeness,57,[]
cancel alarm for tenth of march two thousand seventeen,alarm_remove,1,"[('tenth of march two thousand seventeen', 'DATE')]"
play my first favorite song on loop,play_music,68,"[('first', 'ORDINAL')]"
what is a good place for cruise,recommendation_locations,81,[]
destroy all events,calendar_remove,10,[]
you've done it right thank you so much.,general_praise,35,[]
stop playing,audio_volume_mute,7,[]
Tell me some gossip,gossip,39,[]
whats the weather like,weather_query,104,[]
turn my bathroom plug socket on,iot_wemo_on,52,[]
read unchecked email,email_query,25,[]
please check my reminders,calendar_query,9,[]
could you please book a cab for me in uber from la to ny today,transport_taxi,99,"[('uber', 'PRODUCT'), ('la', 'GPE'), ('ny', 'GPE'), ('today', 'DATE')]"
play baseball,play_games,67,[]
can you please further elaborate what you just said.,general_explain,32,[]
what will the weather be like on saturday,weather_query,104,"[('saturday', 'DATE')]"
every light of room increase its intensity,iot_hue_lightup,50,[]
turn off my wifi,iot_wemo_off,51,[]
how many calories are in a one divided by of peanuts,cooking_recipe,15,"[('one', 'CARDINAL')]"
call a taxi to pick me up right now,transport_taxi,99,[]
please share up to the minute details on sprint,news_query,61,"[('sprint', 'WORK_OF_ART')]"
how do i make meatloaf,cooking_recipe,15,[]
can you please change the mood of the light,iot_hue_lightchange,46,[]
what is the traffic like now,transport_traffic,101,[]
mute please,audio_volume_mute,7,[]
place a take out order at olive garden,takeaway_order,91,"[('olive garden', 'FAC')]"
"that's all, just cancel it.",general_commandstop,29,[]
post to facebook i'm home,social_post,87,"[(""i'm"", 'PERSON')]"
brew me some coffee,iot_coffee,45,[]
would you please once again rephrase me on your answers.,general_explain,32,[]
please check and confirm the last thing said.,general_confirm,30,[]
what is my most played podcast,play_podcasts,70,[]
"have no idea, olly.",general_dontcare,31,[]
what is the time in bangalore,datetime_query,22,"[('bangalore', 'GPE')]"
i have no idea for which to choose.,general_dontcare,31,[]
schedule pizza takeout for seven pm,takeaway_order,91,"[('seven pm', 'TIME')]"
give me the reminders,calendar_query,9,[]
mute,audio_volume_mute,7,[]
turn off the alarm for tomorrow morning,alarm_remove,1,"[('tomorrow morning', 'TIME')]"
resume inkheart,play_audiobook,65,[]
play the romantic songs,play_music,68,[]
what does the word hypocrisy mean,qa_definition,75,[]
"s1, will you further explain.",general_explain,32,[]
will you please check and confirm the last thing i said.,general_confirm,30,[]
find me a ride to the mall of america please,transport_taxi,99,"[('the mall of america', 'FAC')]"
please check and confirm command.,general_confirm,30,[]
can you replay your phrase you just said.,general_repeat,37,[]
what is the average speed on main highway,transport_traffic,101,[]
places near me to eat today with my family,places_near_me,64,"[('today', 'DATE')]"
turn off on the socket,iot_wemo_off,51,[]
delete the following list,lists_remove,56,[]
turn up radio volume,audio_volume_up,8,[]
how can i contact this person,email_querycontact,26,[]
brief me about my news feed stories,social_query,88,[]
what is the dollar exchange rate,qa_currency,74,[]
down the speaker volume at the end of level,audio_volume_mute,7,[]
turn off the nearest light to me,iot_hue_lightoff,48,[]
what is the geographic info of a pop singer rahman,qa_factoid,76,"[('rahman', 'PERSON')]"
what do you use to make cookies,cooking_recipe,15,[]
start angry bird,play_game,66,[]
tell me the name of my lists,lists_query,55,[]
what's my next alarm,alarm_query,0,[]
please tell me who is going to win the nba championship,general_quirky,36,"[('nba', 'ORG')]"
good response to the command.,general_affirm,28,[]
what's my favorite music at the moment,music_query,58,[]
i can't hear just increase the volume,audio_volume_up,8,[]
i need to hear a joke can you tell me one,general_joke,33,[]
tell me about history of british india,tell_me_about,93,"[('british', 'NORP')]"
play lady by kenny roger,play_music,68,"[('kenny roger', 'PERSON')]"
can you tell me today's date,datetime_query,22,"[('today', 'DATE')]"
siri open twitter tweet @potus sucks,social_post,87,"[('siri', 'PERSON')]"
please turn on my balcony lights,iot_hue_lighton,49,[]
get me a train ticket from mumbai to goa,transport_ticket,100,"[('mumbai', 'GPE'), ('goa', 'GPE')]"
what is computer,qa_definition,75,[]
find me someone,email_querycontact,26,[]
don't really know.,general_dontcare,31,[]
how does merriam webster define ultra,qa_definition,75,"[('merriam webster', 'PERSON')]"
what is the forecast,weather_query,104,[]
tell me some funny joke to laugh,general_joke,33,[]
send report to consumer service,social_post,87,[]
have pho send three egg rolls,takeaway_order,91,"[('pho', 'ORG'), ('three', 'CARDINAL')]"
how much is the euro worth versus us dollar,qa_currency,74,"[('us', 'GPE')]"
i'd like you check and confirm that please.,general_confirm,30,[]
please pause yourself,audio_volume_mute,7,[]
what's the closing price of abc,qa_stock,78,"[('abc', 'ORG')]"
book for me a train ticket to washingdon dc,transport_ticket,100,"[('washingdon dc', 'GPE')]"
"you are the best, thank you so much, olly.",general_praise,35,"[('olly', 'PERSON')]"
start podcast,play_podcasts,70,[]
would you please check and confirm what i last said.,general_confirm,30,[]
just let me know the current date today,datetime_query,22,"[('today', 'DATE')]"
"that was good one, thank you so much.",general_praise,35,[]
is there any traffic downtown right now,transport_traffic,101,[]
can you turn down the lights by twenty percent,iot_hue_lightdim,47,"[('twenty percent', 'PERCENT')]"
